Date	Date (UTC)	Month	Day	Hour (UTC)	Water temp
29.33	1/30/13	1	30	8	11.28
29.37	1/30/13	1	30	9	11.28
29.42	1/30/13	1	30	10	11.29
29.46	1/30/13	1	30	11	11.29
29.5	1/30/13	1	30	12	11.29
29.54	1/30/13	1	30	13	11.29
29.58	1/30/13	1	30	14	11.3
29.62	1/30/13	1	30	15	11.3
29.67	1/30/13	1	30	16	11.3
29.71	1/30/13	1	30	17	11.31
29.75	1/30/13	1	30	18	11.31
29.79	1/30/13	1	30	19	11.31
29.83	1/30/13	1	30	20	11.32
29.87	1/30/13	1	30	21	11.32
29.92	1/30/13	1	30	22	11.32
29.96	1/30/13	1	30	23	11.33
30	1/31/13	1	31	0	11.33
30.04	1/31/13	1	31	1	11.33
30.08	1/31/13	1	31	2	11.34
30.12	1/31/13	1	31	3	11.34
30.17	1/31/13	1	31	4	11.34
30.21	1/31/13	1	31	5	11.35
30.25	1/31/13	1	31	6	11.35
30.29	1/31/13	1	31	7	11.35
30.33	1/31/13	1	31	8	11.35
30.37	1/31/13	1	31	9	11.36
30.42	1/31/13	1	31	10	11.36
30.46	1/31/13	1	31	11	11.36
30.5	1/31/13	1	31	12	11.37
30.54	1/31/13	1	31	13	11.37
30.58	1/31/13	1	31	14	11.37
30.62	1/31/13	1	31	15	11.38
30.67	1/31/13	1	31	16	11.38
30.71	1/31/13	1	31	17	11.38
30.75	1/31/13	1	31	18	11.39
30.79	1/31/13	1	31	19	11.39
30.83	1/31/13	1	31	20	11.39
30.87	1/31/13	1	31	21	11.4
30.92	1/31/13	1	31	22	11.4
30.96	1/31/13	1	31	23	11.4
31	2/1/13	2	1	0	11.41
31.04	2/1/13	2	1	1	11.41
31.08	2/1/13	2	1	2	11.41
31.12	2/1/13	2	1	3	11.41
31.17	2/1/13	2	1	4	11.42
31.21	2/1/13	2	1	5	11.42
31.25	2/1/13	2	1	6	11.42
31.29	2/1/13	2	1	7	11.43
31.33	2/1/13	2	1	8	11.43
31.37	2/1/13	2	1	9	11.43
31.42	2/1/13	2	1	10	11.44
31.46	2/1/13	2	1	11	11.44
31.5	2/1/13	2	1	12	11.44
31.54	2/1/13	2	1	13	11.45
31.58	2/1/13	2	1	14	11.45
31.62	2/1/13	2	1	15	11.45
31.67	2/1/13	2	1	16	11.46
31.71	2/1/13	2	1	17	11.46
31.75	2/1/13	2	1	18	11.46
31.79	2/1/13	2	1	19	11.46
31.83	2/1/13	2	1	20	11.47
31.87	2/1/13	2	1	21	11.47
31.92	2/1/13	2	1	22	11.47
31.96	2/1/13	2	1	23	11.48
32	2/2/13	2	2	0	11.48
32.04	2/2/13	2	2	1	11.48
32.08	2/2/13	2	2	2	11.49
32.12	2/2/13	2	2	3	11.49
32.17	2/2/13	2	2	4	11.49
32.21	2/2/13	2	2	5	11.5
32.25	2/2/13	2	2	6	11.5
32.29	2/2/13	2	2	7	11.5
32.33	2/2/13	2	2	8	11.51
32.37	2/2/13	2	2	9	11.51
32.42	2/2/13	2	2	10	11.51
32.46	2/2/13	2	2	11	11.52
32.5	2/2/13	2	2	12	11.52
32.54	2/2/13	2	2	13	11.52
32.58	2/2/13	2	2	14	11.52
32.62	2/2/13	2	2	15	11.53
32.67	2/2/13	2	2	16	11.53
32.71	2/2/13	2	2	17	11.53
32.75	2/2/13	2	2	18	11.54
32.79	2/2/13	2	2	19	11.54
32.83	2/2/13	2	2	20	11.54
32.87	2/2/13	2	2	21	11.55
32.92	2/2/13	2	2	22	11.55
32.96	2/2/13	2	2	23	11.55
33	2/3/13	2	3	0	11.56
33.04	2/3/13	2	3	1	11.56
33.08	2/3/13	2	3	2	11.56
33.12	2/3/13	2	3	3	11.57
33.17	2/3/13	2	3	4	11.57
33.21	2/3/13	2	3	5	11.57
33.25	2/3/13	2	3	6	11.57
33.29	2/3/13	2	3	7	11.58
33.33	2/3/13	2	3	8	11.58
33.37	2/3/13	2	3	9	11.58
33.42	2/3/13	2	3	10	11.59
33.46	2/3/13	2	3	11	11.59
33.5	2/3/13	2	3	12	11.59
33.54	2/3/13	2	3	13	11.6
33.58	2/3/13	2	3	14	11.6
33.62	2/3/13	2	3	15	11.6
33.67	2/3/13	2	3	16	11.61
33.71	2/3/13	2	3	17	11.61
33.75	2/3/13	2	3	18	11.61
33.79	2/3/13	2	3	19	11.62
33.83	2/3/13	2	3	20	11.62
33.87	2/3/13	2	3	21	11.62
33.92	2/3/13	2	3	22	11.63
33.96	2/3/13	2	3	23	11.63
34	2/4/13	2	4	0	11.63
34.04	2/4/13	2	4	1	11.63
34.08	2/4/13	2	4	2	11.64
34.12	2/4/13	2	4	3	11.64
34.17	2/4/13	2	4	4	11.64
34.21	2/4/13	2	4	5	11.65
34.25	2/4/13	2	4	6	11.65
34.29	2/4/13	2	4	7	11.65
34.33	2/4/13	2	4	8	11.66
34.37	2/4/13	2	4	9	11.66
34.42	2/4/13	2	4	10	11.66
34.46	2/4/13	2	4	11	11.67
34.5	2/4/13	2	4	12	11.67
34.54	2/4/13	2	4	13	11.67
34.58	2/4/13	2	4	14	11.68
34.62	2/4/13	2	4	15	11.68
34.67	2/4/13	2	4	16	11.68
34.71	2/4/13	2	4	17	11.68
34.75	2/4/13	2	4	18	11.69
34.79	2/4/13	2	4	19	11.69
34.83	2/4/13	2	4	20	11.69
34.87	2/4/13	2	4	21	11.7
34.92	2/4/13	2	4	22	11.7
34.96	2/4/13	2	4	23	11.7
35	2/5/13	2	5	0	11.71
35.04	2/5/13	2	5	1	11.71
35.08	2/5/13	2	5	2	11.71
35.12	2/5/13	2	5	3	11.72
35.17	2/5/13	2	5	4	11.72
35.21	2/5/13	2	5	5	11.72
35.25	2/5/13	2	5	6	11.73
35.29	2/5/13	2	5	7	11.73
35.33	2/5/13	2	5	8	11.73
35.37	2/5/13	2	5	9	11.73
35.42	2/5/13	2	5	10	11.74
35.46	2/5/13	2	5	11	11.74
35.5	2/5/13	2	5	12	11.74
35.54	2/5/13	2	5	13	11.75
35.58	2/5/13	2	5	14	11.75
35.62	2/5/13	2	5	15	11.75
35.67	2/5/13	2	5	16	11.76
35.71	2/5/13	2	5	17	11.76
35.75	2/5/13	2	5	18	11.76
35.79	2/5/13	2	5	19	11.77
35.83	2/5/13	2	5	20	11.77
35.87	2/5/13	2	5	21	11.77
35.92	2/5/13	2	5	22	11.77
35.96	2/5/13	2	5	23	11.78
36	2/6/13	2	6	0	11.78
36.04	2/6/13	2	6	1	11.78
36.08	2/6/13	2	6	2	11.79
36.12	2/6/13	2	6	3	11.79
36.17	2/6/13	2	6	4	11.79
36.21	2/6/13	2	6	5	11.8
36.25	2/6/13	2	6	6	11.8
36.29	2/6/13	2	6	7	11.8
36.33	2/6/13	2	6	8	11.81
36.37	2/6/13	2	6	9	11.81
36.42	2/6/13	2	6	10	11.81
36.46	2/6/13	2	6	11	11.82
36.5	2/6/13	2	6	12	11.82
36.54	2/6/13	2	6	13	11.82
36.58	2/6/13	2	6	14	11.82
36.62	2/6/13	2	6	15	11.83
36.67	2/6/13	2	6	16	11.83
36.71	2/6/13	2	6	17	11.83
36.75	2/6/13	2	6	18	11.84
36.79	2/6/13	2	6	19	11.84
36.83	2/6/13	2	6	20	11.84
36.87	2/6/13	2	6	21	11.85
36.92	2/6/13	2	6	22	11.85
36.96	2/6/13	2	6	23	11.85
37	2/7/13	2	7	0	11.86
37.04	2/7/13	2	7	1	11.86
37.08	2/7/13	2	7	2	11.86
37.12	2/7/13	2	7	3	11.87
37.17	2/7/13	2	7	4	11.87
37.21	2/7/13	2	7	5	11.87
37.25	2/7/13	2	7	6	11.87
37.29	2/7/13	2	7	7	11.88
37.33	2/7/13	2	7	8	11.88
37.37	2/7/13	2	7	9	11.88
37.42	2/7/13	2	7	10	11.89
37.46	2/7/13	2	7	11	11.89
37.5	2/7/13	2	7	12	11.89
37.54	2/7/13	2	7	13	11.9
37.58	2/7/13	2	7	14	11.9
37.62	2/7/13	2	7	15	11.9
37.67	2/7/13	2	7	16	11.91
37.71	2/7/13	2	7	17	11.91
37.75	2/7/13	2	7	18	11.91
37.79	2/7/13	2	7	19	11.91
37.83	2/7/13	2	7	20	11.92
37.87	2/7/13	2	7	21	11.92
37.92	2/7/13	2	7	22	11.92
37.96	2/7/13	2	7	23	11.93
38	2/8/13	2	8	0	11.93
38.04	2/8/13	2	8	1	11.93
38.08	2/8/13	2	8	2	11.94
38.12	2/8/13	2	8	3	11.94
38.17	2/8/13	2	8	4	11.94
38.21	2/8/13	2	8	5	11.95
38.25	2/8/13	2	8	6	11.95
38.29	2/8/13	2	8	7	11.95
38.33	2/8/13	2	8	8	11.95
38.37	2/8/13	2	8	9	11.96
38.42	2/8/13	2	8	10	11.96
38.46	2/8/13	2	8	11	11.96
38.5	2/8/13	2	8	12	11.97
38.54	2/8/13	2	8	13	11.97
38.58	2/8/13	2	8	14	11.97
38.62	2/8/13	2	8	15	11.98
38.67	2/8/13	2	8	16	11.98
38.71	2/8/13	2	8	17	11.98
38.75	2/8/13	2	8	18	11.99
38.79	2/8/13	2	8	19	11.99
38.83	2/8/13	2	8	20	11.99
38.87	2/8/13	2	8	21	12
38.92	2/8/13	2	8	22	12
38.96	2/8/13	2	8	23	12
39	2/9/13	2	9	0	12
39.04	2/9/13	2	9	1	12.01
39.08	2/9/13	2	9	2	12.01
39.12	2/9/13	2	9	3	12.01
39.17	2/9/13	2	9	4	12.02
39.21	2/9/13	2	9	5	12.02
39.25	2/9/13	2	9	6	12.02
39.29	2/9/13	2	9	7	12.03
39.33	2/9/13	2	9	8	12.03
39.37	2/9/13	2	9	9	12.03
39.42	2/9/13	2	9	10	12.04
39.46	2/9/13	2	9	11	12.04
39.5	2/9/13	2	9	12	12.04
39.54	2/9/13	2	9	13	12.04
39.58	2/9/13	2	9	14	12.05
39.62	2/9/13	2	9	15	12.05
39.67	2/9/13	2	9	16	12.05
39.71	2/9/13	2	9	17	12.06
39.75	2/9/13	2	9	18	12.06
39.79	2/9/13	2	9	19	12.06
39.83	2/9/13	2	9	20	12.07
39.87	2/9/13	2	9	21	12.07
39.92	2/9/13	2	9	22	12.07
39.96	2/9/13	2	9	23	12.08
40	2/10/13	2	10	0	12.08
40.04	2/10/13	2	10	1	12.08
40.08	2/10/13	2	10	2	12.08
40.12	2/10/13	2	10	3	12.09
40.17	2/10/13	2	10	4	12.09
40.21	2/10/13	2	10	5	12.09
40.25	2/10/13	2	10	6	12.1
40.29	2/10/13	2	10	7	12.1
40.33	2/10/13	2	10	8	12.1
40.37	2/10/13	2	10	9	12.11
40.42	2/10/13	2	10	10	12.11
40.46	2/10/13	2	10	11	12.11
40.5	2/10/13	2	10	12	12.12
40.54	2/10/13	2	10	13	12.12
40.58	2/10/13	2	10	14	12.12
40.62	2/10/13	2	10	15	12.12
40.67	2/10/13	2	10	16	12.13
40.71	2/10/13	2	10	17	12.13
40.75	2/10/13	2	10	18	12.13
40.79	2/10/13	2	10	19	12.14
40.83	2/10/13	2	10	20	12.14
40.87	2/10/13	2	10	21	12.14
40.92	2/10/13	2	10	22	12.15
40.96	2/10/13	2	10	23	12.15
41	2/11/13	2	11	0	12.15
41.04	2/11/13	2	11	1	12.15
41.08	2/11/13	2	11	2	12.16
41.12	2/11/13	2	11	3	12.16
41.17	2/11/13	2	11	4	12.16
41.21	2/11/13	2	11	5	12.17
41.25	2/11/13	2	11	6	12.17
41.29	2/11/13	2	11	7	12.17
41.33	2/11/13	2	11	8	12.18
41.37	2/11/13	2	11	9	12.18
41.42	2/11/13	2	11	10	12.18
41.46	2/11/13	2	11	11	12.19
41.5	2/11/13	2	11	12	12.19
41.54	2/11/13	2	11	13	12.19
41.58	2/11/13	2	11	14	12.19
