Date	Date (UTC)	Month	Day	Hour (UTC)	food
41.25	2/11/13	2	11	6	6.672181497
41.29	2/11/13	2	11	7	6.878606786
41.33	2/11/13	2	11	8	7.087142298
41.37	2/11/13	2	11	9	7.297726238
41.42	2/11/13	2	11	10	7.510296207
41.46	2/11/13	2	11	11	7.724789216
41.5	2/11/13	2	11	12	7.941141704
41.54	2/11/13	2	11	13	8.159289563
41.58	2/11/13	2	11	14	8.379168151
41.62	2/11/13	2	11	15	8.600712313
41.67	2/11/13	2	11	16	8.8238564
41.71	2/11/13	2	11	17	9.04853429
41.75	2/11/13	2	11	18	9.274679406
41.79	2/11/13	2	11	19	9.502224736
41.83	2/11/13	2	11	20	9.731102855
41.87	2/11/13	2	11	21	9.96124594
41.92	2/11/13	2	11	22	10.19258579
41.96	2/11/13	2	11	23	10.42505387
42	2/12/13	2	12	0	10.65858128
42.04	2/12/13	2	12	1	10.89309882
42.08	2/12/13	2	12	2	11.128537
42.12	2/12/13	2	12	3	11.36482606
42.17	2/12/13	2	12	4	11.60189598
42.21	2/12/13	2	12	5	11.83967651
42.25	2/12/13	2	12	6	12.07809719
42.29	2/12/13	2	12	7	12.31708737
42.33	2/12/13	2	12	8	12.55657624
42.37	2/12/13	2	12	9	12.79649282
42.42	2/12/13	2	12	10	13.03676602
42.46	2/12/13	2	12	11	13.27732466
42.5	2/12/13	2	12	12	13.51809744
42.54	2/12/13	2	12	13	13.75901301
42.58	2/12/13	2	12	14	14
42.62	2/12/13	2	12	15	14.24098699
42.67	2/12/13	2	12	16	14.48190256
42.71	2/12/13	2	12	17	14.72267534
42.75	2/12/13	2	12	18	14.96323398
42.79	2/12/13	2	12	19	15.20350718
42.83	2/12/13	2	12	20	15.44342376
42.87	2/12/13	2	12	21	15.68291263
42.92	2/12/13	2	12	22	15.92190281
42.96	2/12/13	2	12	23	16.16032349
43	2/13/13	2	13	0	16.39810402
43.04	2/13/13	2	13	1	16.63517394
43.08	2/13/13	2	13	2	16.871463
43.12	2/13/13	2	13	3	17.10690118
43.17	2/13/13	2	13	4	17.34141872
43.21	2/13/13	2	13	5	17.57494613
43.25	2/13/13	2	13	6	17.80741421
43.29	2/13/13	2	13	7	18.03875406
43.33	2/13/13	2	13	8	18.26889715
43.37	2/13/13	2	13	9	18.49777526
43.42	2/13/13	2	13	10	18.72532059
43.46	2/13/13	2	13	11	18.95146571
43.5	2/13/13	2	13	12	19.1761436
43.54	2/13/13	2	13	13	19.39928769
43.58	2/13/13	2	13	14	19.62083185
43.62	2/13/13	2	13	15	19.84071044
43.67	2/13/13	2	13	16	20.0588583
43.71	2/13/13	2	13	17	20.27521078
43.75	2/13/13	2	13	18	20.48970379
43.79	2/13/13	2	13	19	20.70227376
43.83	2/13/13	2	13	20	20.9128577
43.87	2/13/13	2	13	21	21.12139321
43.92	2/13/13	2	13	22	21.3278185
43.96	2/13/13	2	13	23	21.5320724
44	2/14/13	2	14	0	21.73409438
44.04	2/14/13	2	14	1	21.93382459
44.08	2/14/13	2	14	2	22.13120383
44.12	2/14/13	2	14	3	22.32617362
44.17	2/14/13	2	14	4	22.51867618
44.21	2/14/13	2	14	5	22.70865448
44.25	2/14/13	2	14	6	22.89605221
44.29	2/14/13	2	14	7	23.08081385
44.33	2/14/13	2	14	8	23.26288466
44.37	2/14/13	2	14	9	23.44221066
44.42	2/14/13	2	14	10	23.61873874
44.46	2/14/13	2	14	11	23.79241658
44.5	2/14/13	2	14	12	23.96319271
44.54	2/14/13	2	14	13	24.13101654
44.58	2/14/13	2	14	14	24.29583832
44.62	2/14/13	2	14	15	24.45760923
44.67	2/14/13	2	14	16	24.61628132
44.71	2/14/13	2	14	17	24.77180758
44.75	2/14/13	2	14	18	24.92414191
44.79	2/14/13	2	14	19	25.07323919
44.83	2/14/13	2	14	20	25.21905523
44.87	2/14/13	2	14	21	25.36154683
44.92	2/14/13	2	14	22	25.50067175
44.96	2/14/13	2	14	23	25.63638877
45	2/15/13	2	15	0	25.76865768
45.04	2/15/13	2	15	1	25.89743928
45.08	2/15/13	2	15	2	26.02269542
45.12	2/15/13	2	15	3	26.14438897
45.17	2/15/13	2	15	4	26.26248387
45.21	2/15/13	2	15	5	26.37694514
45.25	2/15/13	2	15	6	26.48773885
45.29	2/15/13	2	15	7	26.59483218
45.33	2/15/13	2	15	8	26.69819338
45.37	2/15/13	2	15	9	26.79779183
45.42	2/15/13	2	15	10	26.89359803
45.46	2/15/13	2	15	11	26.98558357
45.5	2/15/13	2	15	12	27.0737212
45.54	2/15/13	2	15	13	27.15798481
45.58	2/15/13	2	15	14	27.23834942
45.62	2/15/13	2	15	15	27.31479123
45.67	2/15/13	2	15	16	27.38728757
45.71	2/15/13	2	15	17	27.45581697
45.75	2/15/13	2	15	18	27.52035913
45.79	2/15/13	2	15	19	27.58089491
45.83	2/15/13	2	15	20	27.63740637
45.87	2/15/13	2	15	21	27.68987678
45.92	2/15/13	2	15	22	27.73829058
45.96	2/15/13	2	15	23	27.78263343
46	2/16/13	2	16	0	27.82289219
46.04	2/16/13	2	16	1	27.85905493
46.08	2/16/13	2	16	2	27.89111093
46.12	2/16/13	2	16	3	27.9190507
46.17	2/16/13	2	16	4	27.94286595
46.21	2/16/13	2	16	5	27.96254962
46.25	2/16/13	2	16	6	27.9780959
46.29	2/16/13	2	16	7	27.98950016
46.33	2/16/13	2	16	8	27.99675903
46.37	2/16/13	2	16	9	27.99987036
46.42	2/16/13	2	16	10	27.99883322
46.46	2/16/13	2	16	11	27.99364793
46.5	2/16/13	2	16	12	27.98431602
46.54	2/16/13	2	16	13	27.97084025
46.58	2/16/13	2	16	14	27.95322462
46.62	2/16/13	2	16	15	27.93147436
46.67	2/16/13	2	16	16	27.90559589
46.71	2/16/13	2	16	17	27.8755969
46.75	2/16/13	2	16	18	27.84148626
46.79	2/16/13	2	16	19	27.8032741
46.83	2/16/13	2	16	20	27.76097173
46.87	2/16/13	2	16	21	27.71459168
46.92	2/16/13	2	16	22	27.66414771
46.96	2/16/13	2	16	23	27.60965475
47	2/17/13	2	17	0	27.55112896
47.04	2/17/13	2	17	1	27.48858768
47.08	2/17/13	2	17	2	27.42204944
47.12	2/17/13	2	17	3	27.35153395
47.17	2/17/13	2	17	4	27.27706212
47.21	2/17/13	2	17	5	27.19865601
47.25	2/17/13	2	17	6	27.11633885
47.29	2/17/13	2	17	7	27.03013503
47.33	2/17/13	2	17	8	26.94007011
47.37	2/17/13	2	17	9	26.84617076
47.42	2/17/13	2	17	10	26.74846482
47.46	2/17/13	2	17	11	26.64698123
47.5	2/17/13	2	17	12	26.54175007
47.54	2/17/13	2	17	13	26.43280252
47.58	2/17/13	2	17	14	26.32017086
47.62	2/17/13	2	17	15	26.20388846
47.67	2/17/13	2	17	16	26.08398979
47.71	2/17/13	2	17	17	25.96051038
47.75	2/17/13	2	17	18	25.8334868
47.79	2/17/13	2	17	19	25.70295671
47.83	2/17/13	2	17	20	25.56895878
47.87	2/17/13	2	17	21	25.43153272
47.92	2/17/13	2	17	22	25.29071925
47.96	2/17/13	2	17	23	25.14656009
48	2/18/13	2	18	0	24.99909797
48.04	2/18/13	2	18	1	24.84837658
48.08	2/18/13	2	18	2	24.69444058
48.12	2/18/13	2	18	3	24.53733559
48.17	2/18/13	2	18	4	24.37710815
48.21	2/18/13	2	18	5	24.21380576
48.25	2/18/13	2	18	6	24.04747679
48.29	2/18/13	2	18	7	23.87817054
48.33	2/18/13	2	18	8	23.70593718
48.37	2/18/13	2	18	9	23.53082773
48.42	2/18/13	2	18	10	23.3528941
48.46	2/18/13	2	18	11	23.172189
48.5	2/18/13	2	18	12	22.98876599
48.54	2/18/13	2	18	13	22.8026794
48.58	2/18/13	2	18	14	22.6139844
48.62	2/18/13	2	18	15	22.42273689
48.67	2/18/13	2	18	16	22.22899353
48.71	2/18/13	2	18	17	22.03281175
48.75	2/18/13	2	18	18	21.83424967
48.79	2/18/13	2	18	19	21.63336614
48.83	2/18/13	2	18	20	21.43022067
48.87	2/18/13	2	18	21	21.22487347
48.92	2/18/13	2	18	22	21.01738539
48.96	2/18/13	2	18	23	20.8078179
49	2/19/13	2	19	0	20.59623311
49.04	2/19/13	2	19	1	20.38269371
49.08	2/19/13	2	19	2	20.16726298
49.12	2/19/13	2	19	3	19.95000476
49.17	2/19/13	2	19	4	19.73098342
49.21	2/19/13	2	19	5	19.51026387
49.25	2/19/13	2	19	6	19.28791151
49.29	2/19/13	2	19	7	19.06399223
49.33	2/19/13	2	19	8	18.83857238
49.37	2/19/13	2	19	9	18.61171875
49.42	2/19/13	2	19	10	18.38349857
49.46	2/19/13	2	19	11	18.15397947
49.5	2/19/13	2	19	12	17.92322945
49.54	2/19/13	2	19	13	17.6913169
49.58	2/19/13	2	19	14	17.45831053
49.62	2/19/13	2	19	15	17.22427938
49.67	2/19/13	2	19	16	16.98929282
49.71	2/19/13	2	19	17	16.75342046
49.75	2/19/13	2	19	18	16.5167322
49.79	2/19/13	2	19	19	16.27929818
49.83	2/19/13	2	19	20	16.04118876
49.87	2/19/13	2	19	21	15.80247448
49.92	2/19/13	2	19	22	15.5632261
49.96	2/19/13	2	19	23	15.3235145
50	2/20/13	2	20	0	15.08341071
50.04	2/20/13	2	20	1	14.84298588
50.08	2/20/13	2	20	2	14.60231126
50.12	2/20/13	2	20	3	14.36145816
50.17	2/20/13	2	20	4	14.12049796
50.21	2/20/13	2	20	5	13.87950204
50.25	2/20/13	2	20	6	13.63854184
50.29	2/20/13	2	20	7	13.39768874
50.33	2/20/13	2	20	8	13.15701412
50.37	2/20/13	2	20	9	12.91658929
50.42	2/20/13	2	20	10	12.6764855
50.46	2/20/13	2	20	11	12.4367739
50.5	2/20/13	2	20	12	12.19752552
50.54	2/20/13	2	20	13	11.95881124
50.58	2/20/13	2	20	14	11.72070182
50.62	2/20/13	2	20	15	11.4832678
50.67	2/20/13	2	20	16	11.24657954
50.71	2/20/13	2	20	17	11.01070718
50.75	2/20/13	2	20	18	10.77572062
50.79	2/20/13	2	20	19	10.54168947
50.83	2/20/13	2	20	20	10.3086831
50.87	2/20/13	2	20	21	10.07677055
50.92	2/20/13	2	20	22	9.84602053
50.96	2/20/13	2	20	23	9.616501427
51	2/21/13	2	21	0	9.388281249
51.04	2/21/13	2	21	1	9.161427623
51.08	2/21/13	2	21	2	8.93600777
51.12	2/21/13	2	21	3	8.712088487
51.17	2/21/13	2	21	4	8.489736127
51.21	2/21/13	2	21	5	8.269016577
51.25	2/21/13	2	21	6	8.04999524
51.29	2/21/13	2	21	7	7.832737019
51.33	2/21/13	2	21	8	7.617306291
51.37	2/21/13	2	21	9	7.403766893
51.42	2/21/13	2	21	10	7.1921821
51.46	2/21/13	2	21	11	6.982614612
51.5	2/21/13	2	21	12	6.775126526
51.54	2/21/13	2	21	13	6.569779326
51.58	2/21/13	2	21	14	6.36663386
51.62	2/21/13	2	21	15	6.165750326
51.67	2/21/13	2	21	16	5.967188249
51.71	2/21/13	2	21	17	5.771006468
51.75	2/21/13	2	21	18	5.577263115
51.79	2/21/13	2	21	19	5.386015601
51.83	2/21/13	2	21	20	5.197320596
51.87	2/21/13	2	21	21	5.011234015
51.92	2/21/13	2	21	22	4.827810999
51.96	2/21/13	2	21	23	4.647105901
52	2/22/13	2	22	0	4.469172267
52.04	2/22/13	2	22	1	4.294062824
52.08	2/22/13	2	22	2	4.121829458
52.12	2/22/13	2	22	3	3.952523209
52.17	2/22/13	2	22	4	3.786194243
52.21	2/22/13	2	22	5	3.622891848
52.25	2/22/13	2	22	6	3.462664415
52.29	2/22/13	2	22	7	3.305559421
52.33	2/22/13	2	22	8	3.151623421
52.37	2/22/13	2	22	9	3.000902029
52.42	2/22/13	2	22	10	2.853439907
52.46	2/22/13	2	22	11	2.709280752
52.5	2/22/13	2	22	12	2.56846728
52.54	2/22/13	2	22	13	2.431041218
52.58	2/22/13	2	22	14	2.297043288
52.62	2/22/13	2	22	15	2.166513197
52.67	2/22/13	2	22	16	2.039489624
52.71	2/22/13	2	22	17	1.916010207
52.75	2/22/13	2	22	18	1.796111538
52.79	2/22/13	2	22	19	1.679829144
52.83	2/22/13	2	22	20	1.567197483
52.87	2/22/13	2	22	21	1.45824993
52.92	2/22/13	2	22	22	1.353018767
52.96	2/22/13	2	22	23	1.251535179
53	2/23/13	2	23	0	1.153829235
53.04	2/23/13	2	23	1	1.059929889
53.08	2/23/13	2	23	2	0.969864965
53.12	2/23/13	2	23	3	0.883661152
53.17	2/23/13	2	23	4	0.801343993
53.21	2/23/13	2	23	5	0.72293788
53.25	2/23/13	2	23	6	0.648466047
53.29	2/23/13	2	23	7	0.577950562
53.33	2/23/13	2	23	8	0.51141232
53.37	2/23/13	2	23	9	0.448871038
53.42	2/23/13	2	23	10	0.390345247
53.46	2/23/13	2	23	11	0.335852291
53.5	2/23/13	2	23	12	0.285408317
53.54	2/23/13	2	23	13	0.239028272
53.58	2/23/13	2	23	14	0.196725901
53.62	2/23/13	2	23	15	0.158513737
53.67	2/23/13	2	23	16	0.124403104
53.71	2/23/13	2	23	17	0.09440411
53.75	2/23/13	2	23	18	0.068525645
53.79	2/23/13	2	23	19	0.046775375
53.83	2/23/13	2	23	20	0.029159748
53.87	2/23/13	2	23	21	0.015683982
53.92	2/23/13	2	23	22	0.00635207
53.96	2/23/13	2	23	23	0.001166779
54	2/24/13	2	24	0	0.000129644
54.04	2/24/13	2	24	1	0.003240972
54.08	2/24/13	2	24	2	0.010499843
54.12	2/24/13	2	24	3	0.021904104
54.17	2/24/13	2	24	4	0.037450376
54.21	2/24/13	2	24	5	0.057134054
54.25	2/24/13	2	24	6	0.080949303
54.29	2/24/13	2	24	7	0.108889068
54.33	2/24/13	2	24	8	0.140945069
54.37	2/24/13	2	24	9	0.177107806
54.42	2/24/13	2	24	10	0.217366565
54.46	2/24/13	2	24	11	0.261709416
54.5	2/24/13	2	24	12	0.310123219
54.54	2/24/13	2	24	13	0.362593628
54.58	2/24/13	2	24	14	0.419105094
54.62	2/24/13	2	24	15	0.479640873
54.67	2/24/13	2	24	16	0.544183026
54.71	2/24/13	2	24	17	0.612712428
54.75	2/24/13	2	24	18	0.685208772
54.79	2/24/13	2	24	19	0.761650576
54.83	2/24/13	2	24	20	0.842015189
54.87	2/24/13	2	24	21	0.926278796
54.92	2/24/13	2	24	22	1.01441643
54.96	2/24/13	2	24	23	1.106401972
55	2/25/13	2	25	0	1.202208165
55.04	2/25/13	2	25	1	1.301806621
55.08	2/25/13	2	25	2	1.405167825
55.12	2/25/13	2	25	3	1.51226115
55.17	2/25/13	2	25	4	1.623054861
55.21	2/25/13	2	25	5	1.737516128
55.25	2/25/13	2	25	6	1.855611034
55.29	2/25/13	2	25	7	1.977304584
55.33	2/25/13	2	25	8	2.102560719
55.37	2/25/13	2	25	9	2.231342321
55.42	2/25/13	2	25	10	2.363611231
55.46	2/25/13	2	25	11	2.499328254
55.5	2/25/13	2	25	12	2.638453174
55.54	2/25/13	2	25	13	2.780944766
55.58	2/25/13	2	25	14	2.926760805
55.62	2/25/13	2	25	15	3.075858085
55.67	2/25/13	2	25	16	3.228192424
55.71	2/25/13	2	25	17	3.383718681
55.75	2/25/13	2	25	18	3.542390772
55.79	2/25/13	2	25	19	3.704161679
55.83	2/25/13	2	25	20	3.868983464
55.87	2/25/13	2	25	21	4.036807288
55.92	2/25/13	2	25	22	4.207583421
55.96	2/25/13	2	25	23	4.381261259
56	2/26/13	2	26	0	4.557789336
56.04	2/26/13	2	26	1	4.737115345
56.08	2/26/13	2	26	2	4.919186146
56.12	2/26/13	2	26	3	5.103947788
56.17	2/26/13	2	26	4	5.291345522
56.21	2/26/13	2	26	5	5.481323818
56.25	2/26/13	2	26	6	5.673826383
56.29	2/26/13	2	26	7	5.868796172
56.33	2/26/13	2	26	8	6.066175412
56.37	2/26/13	2	26	9	6.265905616
56.42	2/26/13	2	26	10	6.467927598
56.46	2/26/13	2	26	11	6.672181497
56.5	2/26/13	2	26	12	6.878606786
56.54	2/26/13	2	26	13	7.087142298
56.58	2/26/13	2	26	14	7.297726238
56.62	2/26/13	2	26	15	7.510296207
56.67	2/26/13	2	26	16	7.724789216
56.71	2/26/13	2	26	17	7.941141704
56.75	2/26/13	2	26	18	8.159289563
56.79	2/26/13	2	26	19	8.379168151
56.83	2/26/13	2	26	20	8.600712313
56.87	2/26/13	2	26	21	8.8238564
56.92	2/26/13	2	26	22	9.04853429
56.96	2/26/13	2	26	23	9.274679406
57	2/27/13	2	27	0	9.502224736
57.04	2/27/13	2	27	1	9.731102855
57.08	2/27/13	2	27	2	9.96124594
57.12	2/27/13	2	27	3	10.19258579
57.17	2/27/13	2	27	4	10.42505387
57.21	2/27/13	2	27	5	10.65858128
57.25	2/27/13	2	27	6	10.89309882
57.29	2/27/13	2	27	7	11.128537
57.33	2/27/13	2	27	8	11.36482606
57.37	2/27/13	2	27	9	11.60189598
57.42	2/27/13	2	27	10	11.83967651
57.46	2/27/13	2	27	11	12.07809719
57.5	2/27/13	2	27	12	12.31708737
57.54	2/27/13	2	27	13	12.55657624
57.58	2/27/13	2	27	14	12.79649282
57.62	2/27/13	2	27	15	13.03676602
57.67	2/27/13	2	27	16	13.27732466
57.71	2/27/13	2	27	17	13.51809744
57.75	2/27/13	2	27	18	13.75901301
57.79	2/27/13	2	27	19	14
57.83	2/27/13	2	27	20	14.24098699
57.87	2/27/13	2	27	21	14.48190256
57.92	2/27/13	2	27	22	14.72267534
57.96	2/27/13	2	27	23	14.96323398
58	2/28/13	2	28	0	15.20350718
58.04	2/28/13	2	28	1	15.44342376
58.08	2/28/13	2	28	2	15.68291263
58.12	2/28/13	2	28	3	15.92190281
58.17	2/28/13	2	28	4	16.16032349
58.21	2/28/13	2	28	5	16.39810402
58.25	2/28/13	2	28	6	16.63517394
58.29	2/28/13	2	28	7	16.871463
58.33	2/28/13	2	28	8	17.10690118
58.37	2/28/13	2	28	9	17.34141872
58.42	2/28/13	2	28	10	17.57494613
58.46	2/28/13	2	28	11	17.80741421
58.5	2/28/13	2	28	12	18.03875406
58.54	2/28/13	2	28	13	18.26889715
58.58	2/28/13	2	28	14	18.49777526
58.62	2/28/13	2	28	15	18.72532059
58.67	2/28/13	2	28	16	18.95146571
58.71	2/28/13	2	28	17	19.1761436
58.75	2/28/13	2	28	18	19.39928769
58.79	2/28/13	2	28	19	19.62083185
58.83	2/28/13	2	28	20	19.84071044
58.87	2/28/13	2	28	21	20.0588583
58.92	2/28/13	2	28	22	20.27521078
58.96	2/28/13	2	28	23	20.48970379
59	3/1/13	3	1	0	20.70227376
59.04	3/1/13	3	1	1	20.9128577
59.08	3/1/13	3	1	2	21.12139321
59.12	3/1/13	3	1	3	21.3278185
59.17	3/1/13	3	1	4	21.5320724
59.21	3/1/13	3	1	5	21.73409438
59.25	3/1/13	3	1	6	21.93382459
59.29	3/1/13	3	1	7	22.13120383
59.33	3/1/13	3	1	8	22.32617362
59.37	3/1/13	3	1	9	22.51867618
59.42	3/1/13	3	1	10	22.70865448
59.46	3/1/13	3	1	11	22.89605221
59.5	3/1/13	3	1	12	23.08081385
59.54	3/1/13	3	1	13	23.26288466
59.58	3/1/13	3	1	14	23.44221066
59.62	3/1/13	3	1	15	23.61873874
59.67	3/1/13	3	1	16	23.79241658
59.71	3/1/13	3	1	17	23.96319271
59.75	3/1/13	3	1	18	24.13101654
59.79	3/1/13	3	1	19	24.29583832
59.83	3/1/13	3	1	20	24.45760923
59.87	3/1/13	3	1	21	24.61628132
59.92	3/1/13	3	1	22	24.77180758
59.96	3/1/13	3	1	23	24.92414191
60	3/2/13	3	2	0	25.07323919
60.04	3/2/13	3	2	1	25.21905523
60.08	3/2/13	3	2	2	25.36154683
60.12	3/2/13	3	2	3	25.50067175
60.17	3/2/13	3	2	4	25.63638877
60.21	3/2/13	3	2	5	25.76865768
60.25	3/2/13	3	2	6	25.89743928
60.29	3/2/13	3	2	7	26.02269542
60.33	3/2/13	3	2	8	26.14438897
60.37	3/2/13	3	2	9	26.26248387
60.42	3/2/13	3	2	10	26.37694514
60.46	3/2/13	3	2	11	26.48773885
60.5	3/2/13	3	2	12	26.59483218
60.54	3/2/13	3	2	13	26.69819338
60.58	3/2/13	3	2	14	26.79779183
60.62	3/2/13	3	2	15	26.89359803
60.67	3/2/13	3	2	16	26.98558357
60.71	3/2/13	3	2	17	27.0737212
60.75	3/2/13	3	2	18	27.15798481
60.79	3/2/13	3	2	19	27.23834942
60.83	3/2/13	3	2	20	27.31479123
60.87	3/2/13	3	2	21	27.38728757
60.92	3/2/13	3	2	22	27.45581697
60.96	3/2/13	3	2	23	27.52035913
61	3/3/13	3	3	0	27.58089491
61.04	3/3/13	3	3	1	27.63740637
61.08	3/3/13	3	3	2	27.68987678
61.12	3/3/13	3	3	3	27.73829058
61.17	3/3/13	3	3	4	27.78263343
61.21	3/3/13	3	3	5	27.82289219
61.25	3/3/13	3	3	6	27.85905493
61.29	3/3/13	3	3	7	27.89111093
61.33	3/3/13	3	3	8	27.9190507
61.37	3/3/13	3	3	9	27.94286595
61.42	3/3/13	3	3	10	27.96254962
61.46	3/3/13	3	3	11	27.9780959
61.5	3/3/13	3	3	12	27.98950016
61.54	3/3/13	3	3	13	27.99675903
61.58	3/3/13	3	3	14	27.99987036
61.62	3/3/13	3	3	15	27.99883322
61.67	3/3/13	3	3	16	27.99364793
61.71	3/3/13	3	3	17	27.98431602
61.75	3/3/13	3	3	18	27.97084025
61.79	3/3/13	3	3	19	27.95322462
61.83	3/3/13	3	3	20	27.93147436
61.87	3/3/13	3	3	21	27.90559589
61.92	3/3/13	3	3	22	27.8755969
61.96	3/3/13	3	3	23	27.84148626
62	3/4/13	3	4	0	27.8032741
62.04	3/4/13	3	4	1	27.76097173
62.08	3/4/13	3	4	2	27.71459168
62.12	3/4/13	3	4	3	27.66414771
62.17	3/4/13	3	4	4	27.60965475
62.21	3/4/13	3	4	5	27.55112896
62.25	3/4/13	3	4	6	27.48858768
62.29	3/4/13	3	4	7	27.42204944
62.33	3/4/13	3	4	8	27.35153395
62.37	3/4/13	3	4	9	27.27706212
62.42	3/4/13	3	4	10	27.19865601
62.46	3/4/13	3	4	11	27.11633885
62.5	3/4/13	3	4	12	27.03013503
62.54	3/4/13	3	4	13	26.94007011
62.58	3/4/13	3	4	14	26.84617076
62.62	3/4/13	3	4	15	26.74846482
62.67	3/4/13	3	4	16	26.64698123
62.71	3/4/13	3	4	17	26.54175007
62.75	3/4/13	3	4	18	26.43280252
62.79	3/4/13	3	4	19	26.32017086
62.83	3/4/13	3	4	20	26.20388846
62.87	3/4/13	3	4	21	26.08398979
62.92	3/4/13	3	4	22	25.96051038
62.96	3/4/13	3	4	23	25.8334868
63	3/5/13	3	5	0	25.70295671
63.04	3/5/13	3	5	1	25.56895878
63.08	3/5/13	3	5	2	25.43153272
63.12	3/5/13	3	5	3	25.29071925
63.17	3/5/13	3	5	4	25.14656009
63.21	3/5/13	3	5	5	24.99909797
63.25	3/5/13	3	5	6	24.84837658
63.29	3/5/13	3	5	7	24.69444058
63.33	3/5/13	3	5	8	24.53733559
63.37	3/5/13	3	5	9	24.37710815
63.42	3/5/13	3	5	10	24.21380576
63.46	3/5/13	3	5	11	24.04747679
63.5	3/5/13	3	5	12	23.87817054
63.54	3/5/13	3	5	13	23.70593718
63.58	3/5/13	3	5	14	23.53082773
63.62	3/5/13	3	5	15	23.3528941
63.67	3/5/13	3	5	16	23.172189
63.71	3/5/13	3	5	17	22.98876599
63.75	3/5/13	3	5	18	22.8026794
63.79	3/5/13	3	5	19	22.6139844
63.83	3/5/13	3	5	20	22.42273689
63.87	3/5/13	3	5	21	22.22899353
63.92	3/5/13	3	5	22	22.03281175
63.96	3/5/13	3	5	23	21.83424967
64	3/6/13	3	6	0	21.63336614
64.04	3/6/13	3	6	1	21.43022067
64.08	3/6/13	3	6	2	21.22487347
64.12	3/6/13	3	6	3	21.01738539
64.17	3/6/13	3	6	4	20.8078179
64.21	3/6/13	3	6	5	20.59623311
64.25	3/6/13	3	6	6	20.38269371
64.29	3/6/13	3	6	7	20.16726298
64.33	3/6/13	3	6	8	19.95000476
64.37	3/6/13	3	6	9	19.73098342
64.42	3/6/13	3	6	10	19.51026387
64.46	3/6/13	3	6	11	19.28791151
64.5	3/6/13	3	6	12	19.06399223
64.54	3/6/13	3	6	13	18.83857238
64.58	3/6/13	3	6	14	18.61171875
64.62	3/6/13	3	6	15	18.38349857
64.67	3/6/13	3	6	16	18.15397947
64.71	3/6/13	3	6	17	17.92322945
64.75	3/6/13	3	6	18	17.6913169
64.79	3/6/13	3	6	19	17.45831053
64.83	3/6/13	3	6	20	17.22427938
64.87	3/6/13	3	6	21	16.98929282
64.92	3/6/13	3	6	22	16.75342046
64.96	3/6/13	3	6	23	16.5167322
65	3/7/13	3	7	0	16.27929818
65.04	3/7/13	3	7	1	16.04118876
65.08	3/7/13	3	7	2	15.80247448
65.12	3/7/13	3	7	3	15.5632261
65.17	3/7/13	3	7	4	15.3235145
65.21	3/7/13	3	7	5	15.08341071
65.25	3/7/13	3	7	6	14.84298588
65.29	3/7/13	3	7	7	14.60231126
65.33	3/7/13	3	7	8	14.36145816
65.37	3/7/13	3	7	9	14.12049796
65.42	3/7/13	3	7	10	13.87950204
65.46	3/7/13	3	7	11	13.63854184
65.5	3/7/13	3	7	12	13.39768874
65.54	3/7/13	3	7	13	13.15701412
65.58	3/7/13	3	7	14	12.91658929
65.62	3/7/13	3	7	15	12.6764855
65.67	3/7/13	3	7	16	12.4367739
65.71	3/7/13	3	7	17	12.19752552
65.75	3/7/13	3	7	18	11.95881124
65.79	3/7/13	3	7	19	11.72070182
65.83	3/7/13	3	7	20	11.4832678
65.87	3/7/13	3	7	21	11.24657954
65.92	3/7/13	3	7	22	11.01070718
65.96	3/7/13	3	7	23	10.77572062
66	3/8/13	3	8	0	10.54168947
66.04	3/8/13	3	8	1	10.3086831
66.08	3/8/13	3	8	2	10.07677055
66.12	3/8/13	3	8	3	9.84602053
66.17	3/8/13	3	8	4	9.616501427
66.21	3/8/13	3	8	5	9.388281249
66.25	3/8/13	3	8	6	9.161427623
66.29	3/8/13	3	8	7	8.93600777
66.33	3/8/13	3	8	8	8.712088487
66.37	3/8/13	3	8	9	8.489736127
66.42	3/8/13	3	8	10	8.269016577
66.46	3/8/13	3	8	11	8.04999524
66.5	3/8/13	3	8	12	7.832737019
66.54	3/8/13	3	8	13	7.617306291
66.58	3/8/13	3	8	14	7.403766893
66.62	3/8/13	3	8	15	7.1921821
66.67	3/8/13	3	8	16	6.982614612
66.71	3/8/13	3	8	17	6.775126526
66.75	3/8/13	3	8	18	6.569779326
66.79	3/8/13	3	8	19	6.36663386
66.83	3/8/13	3	8	20	6.165750326
66.87	3/8/13	3	8	21	5.967188249
66.92	3/8/13	3	8	22	5.771006468
66.96	3/8/13	3	8	23	5.577263115
67	3/9/13	3	9	0	5.386015601
67.04	3/9/13	3	9	1	5.197320596
67.08	3/9/13	3	9	2	5.011234015
67.12	3/9/13	3	9	3	4.827810999
67.17	3/9/13	3	9	4	4.647105901
67.21	3/9/13	3	9	5	4.469172267
67.25	3/9/13	3	9	6	4.294062824
67.29	3/9/13	3	9	7	4.121829458
67.33	3/9/13	3	9	8	3.952523209
67.37	3/9/13	3	9	9	3.786194243
67.42	3/9/13	3	9	10	3.622891848
67.46	3/9/13	3	9	11	3.462664415
67.5	3/9/13	3	9	12	3.305559421
67.54	3/9/13	3	9	13	3.151623421
67.58	3/9/13	3	9	14	3.000902029
67.62	3/9/13	3	9	15	2.853439907
67.67	3/9/13	3	9	16	2.709280752
67.71	3/9/13	3	9	17	2.56846728
67.75	3/9/13	3	9	18	2.431041218
67.79	3/9/13	3	9	19	2.297043288
